NSESymbol,Name,ISIN,ListingDate,ICICISymbol,Active,Series,LotSize,IsFuture,X
ASIANENE,Asian Energy Services Limited,INE276G01015,20211209,ASIOIL,TRUE,EQ,,,
ASIANHOTEL,ASIAN HOTELS LIMITED,,,,,,,,
ASIANHOTNR,ASIAN HOTELS (NORTH) LIMITED,INE363A01022,20100407,ASIHOT,TRUE,EQ,,,
ASIANPAINT,ASIAN PAINTS INDIA LTD,INE021A01026,19950531,ASIPAI,TRUE,EQ,150,TRUE,
ASIANTILES,ASIAN GRANITO INDIA LIMITED,INE022I01019,20070823,ASIGRA,TRUE,EQ,,,
ASIL,AMIT SPINNING INDUSTRIES LTD,INE988A01026,,AMISPI,,,,,
ASILIND,ASIL INDUSTRIES LTD,,,,,,,,
ASOCALCHOL,ASSOCIATED ALCHOHOLS AND BREWERIES LTD,,,,,,,,TRUE
ASOCSTONE,ASSOCIATED STONE INDUSTRIES LTD,,,,,,,,TRUE
ASPINWALL,ASPINWALL AND COMPANY LIMITED,INE991I01015,20160614,ASPCOM,TRUE,EQ,,,
ASSAMCO,ASSAM COMPANY (INDIA) LIMITED,INE442A01024,,ASSCOM,,,,,
ASSAMFRONT,AFT INDUSTRIES LTD,INE417A01018,,AFTIND,,,,,
ASTEC,ASTEC LIFESCIENCES LIMITED,INE563J01010,20091125,ASTLIF,TRUE,EQ,,,
ASTERDM,ASTER DM HEALTHCARE LTD,INE914M01019,20180226,ASTDM,TRUE,EQ,,,
ASTERSILI,ASTER SILICATES LIMITED,,,,,,,,
ASTRAIDL,,,,,,,,,TRUE
ASTRAL,ASTRAL LIMITED,INE006I01046,20070320,ASTPOL,TRUE,EQ,275,TRUE,
ASTRAMICRO,ASTRA MICROWAVE PRODUCTS LTD,INE386C01029,20041101,ASTMIC,TRUE,EQ,,,
ASTRAZEN,ASTRAZENECA PHARMA INDIA LTD,INE203A01020,20010504,ASTPHA,TRUE,EQ,,,
ASTRON,ASTRON PAPER BOARD MILL LTD,INE646X01014,20171229,ASTPAP,TRUE,EQ,,,
ATASHIND,ATASH INDUSTRIES LTD,,,,,,,,
ATCOIND,ATCOM TECHNOLOGIES LIMITED,,,,,,,,TRUE
ATCOM,ATCOM TECHNOLOGIES LIMITED,INE834A01014,,ATCIND,,,,,
ATFL,AGRO TECH FOODS LIMITED,INE209A01019,20021206,AGRTE,TRUE,EQ,,,
ATGL,ADANI TOTAL GAS LIMITED,INE399L01023,20181105,ADAGAS,TRUE,EQ,,,
ATLANTA,ATLANTA LIMITED,INE285H01022,20060925,ATLLIM,TRUE,EQ,,,
ATLANTSPG,ATLANTIC SPINNING & WEAVING MILLS LTD.,,,,,,,,
ATLASCOPCO,ATLAS COPCO INDIA LTD,INE445A01019,,ATLCOP,,,,,
ATLASCYCLE,ATLAS CYCLES (HARYANA) LIMITED,INE446A01025,,ATLCYC,,EQ,,,
ATNINT,ATN INTERNATIONAL LIMITED,,,,,,,,
ATNINTER,ATN INTERNATIONAL LTD,INE803A01027,,ATNINT,,,,,
ATUL,ATUL LIMITED,INE100A01010,19980506,ATUL,TRUE,EQ,75,TRUE,
ATULAUTO,ATUL AUTO LIMITED,INE951D01028,20130626,ATUAUT,TRUE,EQ,,,
ATULPROD,,,,,,,,,
ATVPETRO,SVC INDUSTRIES LIMITED,INE038B01010,,SVCSUP,,,,,
ATVPROJ,ATV PROJECTS INDIA LTD.,,,,,,,,
AUBANK,AU SMALL FINANCE BANK LTD,INE949L01017,20170710,AUSMA,TRUE,EQ,1000,TRUE,
AURANPAPER,AURANGABAD PAPER MILLS LIMITED,,,,,,,,
AURIONPRO,AURIONPRO SOLUTIONS LIMITED,INE132H01018,20051025,AURSOL,TRUE,EQ,,,
AUROPHARMA,AUROBINDO PHARMA LTD,INE406A01037,20000719,AURPHA,TRUE,EQ,750,TRUE,
AURUM,AURUM PROPTECH LIMITED,INE898S01029,20150819,MAJLIM,TRUE,EQ,,,
AURUM-RE,,,,,,,,,
AUSOMENT,AUSOM ENTERPRISE LIMITED,INE218C01016,19960417,AUSENT,TRUE,EQ,,,
AUSTRAL,AUSTRAL COKE & PROJECTS LIMITE,INE455J01027,,AUSCOK,,,,,
AUTOAXLES,AUTOMOTIVE AXLES LIMITED,INE449A01011,20030529,AUTAXL,TRUE,EQ,,,
AUTOBEES,,,,,TRUE,,,,
AUTOCORP,AUTOMOBILE CORPORATION OF GOA LTD,,,,,,,,TRUE
AUTOIND,AUTOLINE INDUSTRIES LTD,INE718H01014,20070131,AUTOIN,TRUE,EQ,,,
AUTOLEC,TVS AUTOLEC,INE134C01015,,AUTIND,,,,,
AUTOLITIND,Autolite (India) Limited,INE448A01013,19950531,AUTOLI,,BZ,,,
AUTOPALIND,AUTOPAL INDUSTRIES LTD.,,,,,,,,
AUTORIDFIN,AUTORIDERS FINANCE LTD,INE450A01019,,AUTFIN,,,,,
AVADHSUGAR,AVADH SUGAR & ENERGY LTD,INE349W01017,20170728,AVASUG,TRUE,EQ,,,
AVANTI,AVANTI FEEDS LIMITED,,,,,,,,
AVANTIFEED,AVANTI FEEDS LTD,INE871C01038,20150415,AVAFEE,TRUE,EQ,,,
AVAYAGCL,AVAYA GLOBALCONNECT LIMITED,,,,,,,,
AVENTIS,AVENTIS PHARMA LIMITED,,,,,,,,TRUE
AVERY,AVERY (I) LTD,INE906A01010,,AVEIND,,,,,
AVONIND,AVON INDUSTRIES LTD,,,,,,,,
AVROIND,AVRO INDIA LIMITED,INE652Z01017,20220407,AVOMOL,TRUE,BE,,,
AVTNPL,AVT NATURAL PRODUCTS LIMITED,INE488D01021,20070110,AVTHOM,TRUE,EQ,,,
AWHCL,ANTONY WASTE HANDLING CELL LTD,INE01BK01022,20210101,ANTWAS,TRUE,EQ,,,
AWL,Adani Wilmar Limited,INE699H01024,20220208,ADAWIL,TRUE,EQ,,,
AXIS-IT&T,AXIS-IT&T LIMITED,,,,,,,,
AXISBANK,AXIS BANK LIMITED,INE238A01034,19981116,AXIBAN,TRUE,EQ,1200,TRUE,
AXISBNKETF,AXIS BANKING ETF,INF846K01X63,,AXBETF,TRUE,ETF,,,
AXISBPSETF,AXIS AAA BOND PLUS SDL ETF2026,INF846K01Z04,,AXIAAA,TRUE,ETF,,,
AXISCADES,AXISCADES TECHNOLOGIES LTD,INE555B01013,20001221,AXIIT,TRUE,EQ,,,
AXISCETF,AXIS CONSUMPTION ETF,INF846K016C7,,AXICON,TRUE,,,,
AXISGOLD,AXIS Gold ETF,INF846K01W80,20101116,AXIGOL,TRUE,ETF,,,
AXISHCETF,AXIS HEALTHCARE ETF,INF846K01Z12,,AXIHEA,TRUE,ETF,,,
AXISNIFTY,AXIS NIFTY ETF,INF846K01W98,20170710,AXINIF,TRUE,ETF,,,
AXISTECETF,AXIS TECHNOLOGY ETF,INF846K01Y96,,AXITEC,TRUE,ETF,,,
AYMSYNTEX,AYM SYNTEX LIMITED,INE193B01039,20150814,AYMSYN,TRUE,EQ,,,
AZTEC,,,,,,,,,
AZTECSOFT,AZTECSOFT LIMITED,INE651B01010,,AZTEC,,,,,
BABABUSERV,,,,,,,,,
BAFNAPH,BAFNA PHARMACEUTICALS LIMITED,INE878I01022,20200227,BAFPHA,TRUE,EQ,,,
BAFNAPHARM,,,,,,,,,
BAGFILMS,BAG FILMS & MEDIA LTD,INE116D01028,20031017,BAGFIL,TRUE,EQ,,,
BAGWATIGAS,BHAGWATI GASES LTD,,,,,,,,
BAGYAMETAL,,,,,,,,,TRUE
BAJAJ-AUTO,BAJAJ AUTO LIMITED,INE917I01010,20080526,BAAUTO,TRUE,EQ,250,TRUE,
BAJAJAUTO,,,,,,,,,
BAJAJCON,BAJAJ  CONSUMER CARE LIMITED,INE933K01021,20100818,BAJCOR,TRUE,EQ,,,
BAJAJCORP,BAJAJ CORP LIMITED,,,,,,,,
BAJAJELEC,BAJAJ ELECTRICALS LIMITED,INE193E01025,20071102,BAJELE,TRUE,EQ,,,
BAJAJFINSV,BAJAJ FINSERV LIMITED,INE918I01018,20080526,BAFINS,TRUE,EQ,50,TRUE,
BAJAJHCARE,Bajaj Healthcare Limited,INE411U01027,20211125,BAJHEA,TRUE,EQ,,,
BAJAJHIND,BAJAJ HINDUSTHAN SUGAR LIMITED,INE306A01021,19950510,BAJHIN,TRUE,EQ,,,
BAJAJHLDNG,BAJAJ HOLDINGS & INVESTMENT LI,INE118A01012,19950315,BAJHOL,TRUE,EQ,,,
BAJAJPLAST,,,,,,,,,
BAJAJTEMPO,BAJAJ TEMPO LTD,,,,,,,,TRUE
BAJAUTOFIN,BAJAJ AUTO FINANCE LTD,,,,,,,,TRUE
BAJFINANCE,BAJAJ FINANCE LIMITED,INE296A01024,20030401,BAJFI,TRUE,EQ,125,TRUE,
BAKELHYLAM,BAKELITE HYLAM LTD,,,,,,,,
BALAJHOTEL,BALAJI HOTELS & ENTER. LT,INE454A01011,,BALHOT,,,,,
BALAJIDIST,BALAJI DISTILLERIES LTD,INE453A01013,,BALDIS,,,,,
BALAJIFOOD,BALAJI FOODS AND FEEDS LTD,,,,,,,,
BALAJIIND,BALAJI INDUSTRIAL CORP. L,INE455A01018,,BALI,,,,,
BALAJITELE,BALAJI TELEFILMS LIMITED,INE794B01026,20001122,BALTEL,TRUE,EQ,,,
BALAMINES,BALAJI AMINES LIMITED,INE050E01027,20070405,BALAMI,TRUE,EQ,,,
BALASPONGE,,,,,,,,,
BALASTEELS,SHRI RAMRUPAI BALAJI STEELS LT,INE977G01018,,SHRIRA,,,,,
BALAXI,BALAXI PHARMACEUTICALS LIMITED,INE618N01014,20151130,ANARUB,TRUE,EQ,,,
BALKRISHNA,BALKRISHNA PAPER MILLS LIMITED,INE875R01011,20150728,BALPAP,TRUE,BE,,,
BALKRISIND,BALKRISHNA INDUSTRIES LTD,INE787D01026,20060127,BALIND,TRUE,EQ,200,TRUE,
BALLARPUR,Ballarpur Industries Limited,INE294A01037,20080331,BALIN,TRUE,BZ,,,
BALMLAWRIE,BALMER LAWRIE & CO LTD,INE164A01016,19950706,BALLAW,TRUE,EQ,,,
BALPHARMA,BAL PHARMA LIMITED,INE083D01012,20060508,BALPHA,TRUE,EQ,,,
BALRAMCHIN,BALRAMPUR CHINI MILLS LTD,INE119A01028,19950208,BALCHI,TRUE,EQ,1600,TRUE,
BALURTRANS,BALURGHAT TECHNOLOGIES LIMITED,,,,,,,,
BANARBEADS,BANARAS BEADS LTD,INE655B01011,19950707,BANBEA,TRUE,EQ,,,
BANARISUG,BANNARI AMMAN SUGARS LTD,INE459A01010,20030528,BANAMA,TRUE,EQ,,,
BANCOINDIA,BANCO PRODUCTS (INDIA) LTD,INE213C01025,20061222,BANPRO,TRUE,EQ,,,
BANCOPROD,BANCO PRODUCTS (I) LTD,,,,,,,,
BANDHANBNK,BANDHAN BANK LIMITED,INE545U01014,20180327,BANBAN,TRUE,EQ,1800,TRUE,
BANG,BANG OVERSEAS LIMITED,INE863I01016,20080220,BANOVE,TRUE,EQ,,,
BANKA,BANKA BIOLOO LIMITED,INE862Y01015,20201029,BANBIO,TRUE,EQ,,,
BANKBARODA,BANK OF BARODA,INE028A01039,19970219,BANBAR,TRUE,EQ,5850,TRUE,
BANKBEES,NIPPON INDIA ETF BANK BEES,INF204KB15I9,20040604,BANBEE,TRUE,ETF,,,
BANKINDIA,BANK OF INDIA,INE084A01016,19970430,BANIND,TRUE,EQ,,,
BANKMADURA,BANK OF MADURA LIMITED,,,,,,,,
BANKNIFTY,Bank Nifty,,,,TRUE,IND,,,TRUE
BANKPUNJAB,BANK OF PUNJAB LTD,INE458A01012,,BANPUN,,,,,
BANKRAJAS,THE BANK OF RAJASTHAN LTD,INE320A01014,,BANRAJ,,,,,
BANSWRAS,BANSWARA SYNTEX LIMITED,INE629D01012,20070411,BANSYN,TRUE,EQ,,,
BARATBIJLE,BHARAT BIJLEE LTD.,,,,,,,,
BARBEQUE,BARBEQUE NATION HOSPITALITY,INE382M01027,20210407,BARNAT,TRUE,EQ,,,
BARODARAYN,BARODA RAYON CORPN LTD,,,,,,,,
BARTRONICS,Bartronics India Limited,INE855F01034,20060112,BARLTD,TRUE,BZ,,,
BASF,BASF INDIA LIMITED,INE373A01013,19950517,BASF,TRUE,EQ,,,
BASML,BANNARI AMMAN SPINNING MILLS L,INE186H01022,20051114,BANSPI,TRUE,EQ,,,
BASML-RE,BANNARI AMMAN SPINNING MILL RE,INE186H20014,,BANRE1,,,,,
BATAINDIA,BATA INDIA LIMITED,INE176A01028,20030618,BATIND,TRUE,EQ,275,TRUE,
BATLIBOI,BATLIBOI LIMITED,INE177C01022,,BATLIB,,,,,
BAUSCHLOMB,RAYBAN SUN OPTICS INDIA LIMITE,INE854A01012,,BAULOM,,,,,
BAYER,BAYER INDIA LTD,,,,,,,,
BAYERCROP,BAYER CROPSCIENCE LIMITED,INE462A01022,20100108,BAYIND,TRUE,EQ,,,
BBETF0432,Bharat Bond ETF - April 2032,INF754K01OB1,,BHABO5,TRUE,ETF,,,
BBL,BHARAT BIJLEE LTD,INE464A01028,20061121,BHABIJ,TRUE,EQ,,,
BBOX,Black Box Limited,INE676A01019,20030722,AGCNET,TRUE,EQ,,,
BBTC,BOMBAY BURMAH TRADING CORPN L,INE050A01025,19960403,BOMBUR,TRUE,EQ,,,
BCCL,BIHAR CAUSTICS AND CHEMICALS LTD,,,,,,,,
BCG,BRIGHTCOM GROUP LIMITED,INE425B01027,20150508,LYCINT,TRUE,EQ,,,
BCIL-RE,,,,,,,,,
BCLIND,BCL INDUSTRIES LIMITED,INE412G01016,20210304,BHACH,TRUE,EQ,,,
BCONCEPTS,Brand Concepts Limited,INE977Y01011,20220111,BRACON,TRUE,EQ,,,
BCP,B.C. POWER CONTROLS LIMITED,INE905P01028,20190819,BCPOW,TRUE,EQ,,,
BDL,BHARAT DYNAMICS LIMITED,INE171Z01018,20180323,BHADYN,TRUE,EQ,,,
BEARD-RE,,,,,,,,,
BEARDSELL,BEARDSELL LIMITED,INE520H01022,20150113,BEALIM,TRUE,EQ,,,
BECREL,,,,,,,,,
BECTORFOOD,MRS BECTORS FOOD SPECIALITIES,INE495P01012,20201224,MRSBEC,TRUE,EQ,,,
BEDMUTHA,BEDMUTHA INDUSTRIES LIMITED,INE844K01012,20101014,BEDIND,TRUE,EQ,,,
BEL,BHARAT ELECTRONICS LTD,INE263A01024,20000719,BHAELE,TRUE,EQ,3800,TRUE,
BELCERAMIC,BELL CERAMICS LIMITED,INE403A01026,,BELCER,,,,,
BELCONTROL,BELLS CONTROLS LTD.,INE025C01015,,BELCON,,,,,
BELLARYSTL,BELLARY STEELS & ALLOYS LTD,,,,,,,,
BELLCERATL,BELL CERAMICS LIMITED,,,,,,,,TRUE
BEML,BEML LIMITED,INE258A01016,20031105,BEML,TRUE,EQ,,,
BENGALTEA,BENGAL TEA AND FABRICS LTD,,,,,,,,
BENTOLCHEM,CHEMOX LABORATORIES LIMITED,,,,,,,,TRUE
BEPL,BHANSALI ENGINEERING POLYMERS,INE922A01025,20050321,BHAENG,TRUE,EQ,,,
BERGEPAINT,BERGER PAINTS INDIA LTD,INE463A01038,19991124,BERPAI,TRUE,EQ,1100,TRUE,
BESTAGRO,BEST AGROLIFE LIMITED,INE052T01013,20210222,SAHCRE,TRUE,EQ,,,
BESTAVISON,BESTA VISION ELECTRONICS LTD,,,,,,,,
BESTCROMP,BEST & CROMPTON ENGINEERING LT,INE287A01015,,BESCRO,,,,,
BETANAPTOL,BETA NAPHTHOL LTD,,,,,,,,
BFINVEST,BF INVESTMENT LIMITED,INE878K01010,20110114,BFINV,TRUE,EQ,,,
BFLSOFTWAR,MPHASIS BFL LIMITED,,,,,,,,
BFUTILITIE,BF UTILITIES LIMITED,INE243D01012,20070503,BFUTI,TRUE,EQ,,,
BGEAR-RE,,,,,,,,,
BGFL,BIRLA GLOBAL FINANCE LTD,INE097A01018,,BIRGLO,,,,,
BGLOBAL,BHARATIYA GLOBAL INFOMEDIA LIM,INE224M01013,20110728,BHAGLO,,BE,,,
BGRENERGY,BGR ENERGY SYSTEMS LIMITED,INE661I01014,20080103,BGRENE,TRUE,EQ,,,
BHAGCHEM,BHAGIRADHA CHEMICALS AND INDUS,INE414D01019,20211018,BHAC,TRUE,EQ,,,
BHAGERIA,BHAGERIA INDUSTRIES LIMITED,INE354C01027,20160302,BHAGIN,TRUE,EQ,,,
BHAGWATIHO,BHAGWATI BANQUETS AND HOTELS LIMITED,,,,,,,,
BHAGYANGR,BHAGYANAGAR INDIA LIMITED,INE458B01036,20170517,BHALIM,TRUE,BE,,,
BHAGYAPROP,BHAGYANAGAR PROPERTIES LIMITED,INE363W01018,20170720,BHAPRO,TRUE,EQ,,,
BHAGYNAGAR,BHAGYANAGAR INDIA LIMITED,,,,,,,,
BHANDARI,BHANDARI HOSIERY EXPORTS LTD,INE474E01029,20170130,BHAHOS,TRUE,BE,,,
BHANSALENG,BHANSALI ENGINEERING POLYMERS LTD,,,,,,,,
BHARATFIN,BHARAT FINANCIAL INCLUSION LTD,INE180K01011,,BHAFIN,,,,,
BHARATFORG,BHARAT FORGE LIMITED,INE465A01025,20030404,BHAFOR,TRUE,EQ,750,TRUE,
BHARATGEAR,BHARAT GEARS LIMITED,INE561C01019,19960403,BHAGEA,TRUE,EQ,,,
BHARATHOT,BHARAT HOTELS LTD,INE466A01015,,BHAHOT,,,,,
BHARATIDIL,,,,,,,,,
BHARATIWIN,,,,,,,,,TRUE
BHARATPIPE,BHARAT PIPES AND FITTINGS LIMITED,,,,,,,,TRUE
BHARATRAS,BHARAT RASAYAN LIMITED,INE838B01013,19951011,BHARAS,TRUE,EQ,,,
BHARATWIRE,BHARAT WIRE ROPES LIMITED,INE316L01019,20160401,BHAWIR,TRUE,BE,,,
BHARTI,,,,,,,,,
BHARTIARTL,BHARTI AIRTEL LTD,INE397D01024,20020215,BHAAIR,TRUE,EQ,950,TRUE,
BHARTISHIP,BHARATI SHIPYARD LIMITED,,,,,,,,
BHARTITELE,BHARTI TELECOM LTD,,,,,,,,TRUE
BHEL,BHARAT HEAVY ELECTRICALS LTD,INE257A01026,20031111,BHEL,TRUE,EQ,10500,TRUE,
BHORIND,BHOR INDUSTRIES LTD,INE160C01010,,BHOIND,,,,,
BHUPENCAP,BHUPENDRA CAPITAL & FINANCE LTD.,,,,,,,,
BHUPENIND,,,,,,,,,TRUE
BHUSANSTL,BHUSHAN STEEL LIMITED,,,,,,,,TRUE
BIAX,BIAX LTD.,,,,,,,,TRUE
BIGBLOC,BIGBLOC CONSTRUCTION LIMITED,INE412U01017,20160902,BIGCON,TRUE,EQ,,,
BIHARALLOY,UMI SPECIAL STEEL LTD.,,,,,,,,
BIHARCAUST,BIHAR CAUSTICS AND CHEMICALS LTD,,,,,,,,TRUE
BIHARSPONG,BIHAR SPONGE IRON LTD,,,,,,,,TRUE
BIL,BHARTIYA INTERNATIONAL LIMITED,INE828A01016,20000412,BHAINT,TRUE,EQ,,,
BILENERGY,Bil Energy Systems Ltd,INE607L01029,,BILENE,,,,,
BILPOWER,,,,,,,,,
BILT,BALLARPUR INDUSTRIES LIMITED,,,,,,,,TRUE
BIMETAL,BIMETAL BEARINGS LTD,INE469A01019,,BIMBEA,,,,,
BIMETBRG,BIMETAL BEARINGS LTD,,,,,,,,
BINANICEM,BINANI CEMENT LTD,INE042H01019,,BINCEM,,,,,
BINANIIND,BINANI INDUSTRIES LIMITED,,,,,,,,
BINANIZINC,BINANI INDUSTRIES LIMITED,,,,,,,,TRUE
BINDALAGRO,OSWAL GREENTECH LIMITED,INE143A01010,19960828,OSWGRE,TRUE,EQ,,,
BIOCON,BIOCON LIMITED,INE376G01013,20040407,BIOCON,TRUE,EQ,2300,TRUE,
BIOFILCHEM,BIOFIL CHEMICALS & PHARMACEUTI,INE829A01014,19960612,BIOCHE,TRUE,BE,,,
BIRET,BROOKFIELD IND REAL EST TRUST,INE0FDU25010,,BROIND,TRUE,,,,
BIRLA3M,3M INDIA LIMITED,,,,,,,,
BIRLACABLE,BIRLA CABLE LIMITED,INE800A01015,19951206,BIRERI,TRUE,EQ,,,
BIRLACORPN,BIRLA CORPORATION LTD,INE340A01012,19950412,BIRCOR,TRUE,EQ,,,
BIRLACOT,BIRLA COTSYN (INDIA) LIMITED,INE655I01024,,BIRCOT,,,,,
BIRLAERIC,BIRLA ERICSSON OPTICAL LIMITED,,,,,,,,
BIRLAJUTE,,,,,,,,,TRUE
BIRLAMONEY,ADITYA BIRLA MONEY LTD,INE865C01022,20080207,ADIMON,TRUE,EQ,,,
BIRLAPOWER,BIRLA POWER SOLUTIONS LIMITED,INE224B01024,,BIRYAM,,,,,
BIRLATYRE,BIRLA TYRES LIMITED,INE0AEJ01013,20200210,BIRTYR,,EQ,,,
BIRLAYAMAH,BIRLA YAMAHA LTD.,,,,,,,,
BIRLCENFIN,BIRLA CENTURY FINANCE LTD,,,,,,,,TRUE
BISHNATTEA,BISHNAUTH TEA COMPANY LIMITED,,,,,,,,TRUE
BKMINDST,Bkm Industries Limited,INE831Q01016,20150330,MANAIN,TRUE,EQ,,,
BLBLIMITED,BLB LIMITED,INE791A01024,20000531,BLBLTD,TRUE,BE,,,
BLISSGVS,BLISS GVS PHARMA LIMITED,INE416D01022,20100726,BLIGVS,TRUE,EQ,,,
BLKASHYAP,B L KASHYAP AND SONS LTD,INE350H01032,20060317,BLKASH,TRUE,BE,,,
BLOWPLAST,BLOW PLAST LTD,INE051A01015,,BLOPLA,,,,,
BLS,BLS INTERNATIONAL SERVICES LTD,INE153T01027,20160614,BLSINT,TRUE,EQ,,,
BLUEBIRD,BLUE BIRD (INDIA) LIMITED,INE697H01010,,BLUBIR,,,,,
BLUEBLENDS,,,,,,,,,
BLUECHIP,BLUE CHIP INDIA LIMITED,INE657B01025,19970312,BLUC,,BE,,,
BLUECOAST,BLUE COAST HOTELS AND RESORTS,INE472B01011,20000216,BLUCOA,,BE,,,
BLUEDART,BLUE DART EXPRESS LTD,INE233B01017,20021212,BLUDAR,TRUE,EQ,,,
BLUESTAR,BLUE STAR LIMITED,,,,,,,,
BLUESTARCO,BLUE STAR LTD,INE472A01039,20000615,BLUSTA,TRUE,EQ,,,
BLUESTINFO,BLUE STAR INFOTECH LIMITED,INE504B01011,,BLUIN,,,,,
BOBELSS96,BOB MUTUAL FUND-ELSS96,,,,,,,,
BOBELSS97,BOB MUTUAL FUND-ELSS 97,,,,,,,,TRUE
BOBGROW95,BOB MUTUAL FUND,,,,,,,,TRUE
BOC,BOC INDIA LIMITED,,,,,,,,TRUE
BODALCHEM,BODAL CHEMICALS LTD,INE338D01028,20110822,BODCHE,TRUE,EQ,,,
BODHTREE,BODHTREE CONSULTING LIMITED,INE104F01011,,BODCON,,,,,
BOERMANHEM,BOEHRINGER-MANNHEIM INDIA LTD,,,,,,,,
BOID2PLANA,BOI DOUBLE SQUARE + PLAN A,,,,,,,,TRUE
BOID2PLANB,BOI DOUBLE SQUARE + PLAN B,,,,,,,,TRUE
BOINANZPLA,BOI MUTUAL FUND - FESTIVAL BOINANZA '91 PLAN A,,,,,,,,TRUE
BOMDYEING,BOMBAY DYEING & MFG CO LTD,INE032A01023,19950426,BOMDYE,TRUE,EQ,,,
BONGAIREFN,BONGAIGAON REFINERY LTD,INE241A01012,,BONREF,,,,,
BOOTSPHARM,ABBOTT INDIA LIMITED,,,,,,,,
BOROGLASS,BOROSIL GLASS WORKS LTD,,,,,,,,TRUE
BOROLTD,BOROSIL LIMITED,INE02PY01013,20200722,BORLIM,TRUE,EQ,,,
BORORENEW,BOROSIL RENEWABLES LIMITED,INE666D01022,20180525,BORGLA,TRUE,EQ,,,
BOROSIL,,,,,,,,,
BOSCHCHASY,BOSCH CHASSIS SYSTEMS INDIA LT,INE053B01019,,KALBRA,,,,,
BOSCHLTD,BOSCH LIMITED,INE323A01026,20030512,BOSLIM,TRUE,EQ,50,TRUE,
BPCL,BHARAT PETROLEUM CORPN LTD,INE029A01011,19950913,BHAPET,TRUE,EQ,1800,TRUE,
BPL,BPL LIMITED,INE110A01019,19950614,BPL,TRUE,EQ,,,
BPLENGG,BPL ENGINEERING LTD.,INE108A01013,,BPLENG,,,,,
BPLREFRIG,B.S. REFRIGERATORS LTD.,INE313A01019,,BPLREF,,,,,
BPLSANTECH,BST LIMITED,INE389A01019,,BPLSAN,,,,,
BPLSANUTIL,B S APPLIANCES,INE312A01011,,BPLSU,,,,,
BRABOURNE,BRABOURNE ENTERPRISES LIMITED,INE629A01018,,SEARLE,,,,,
BRANDHOUSE,BRANDHOUSE RETAILS LIMITED,INE317J01011,,BRARET,,,,,
BRFL,Bombay Rayon Fashions Limited,INE589G01011,20051205,BOMRAY,,EQ,,,
BRIGADE,BRIGADE ENTERPRISES LIMITED,INE791I01019,20071231,BRIENT,TRUE,EQ,,,
BRIGHTBROS,,,,,,,,,
BRITANNIA,BRITANNIA INDUSTRIES,INE216A08027,19981105,BRIIND,TRUE,EQ,200,TRUE,
BRITEAUTO,BRITE AUTOMOTIVE & PLASTICS LTD.,,,,,,,,
BRNL,BHARAT ROAD NETWORK,INE727S01012,20170918,BHAROA,TRUE,EQ,,,
BROADCAST,BROADCAST INITIATIVES LTD,INE698H01018,,BROINI,,,,,
BROOKBOND,BROOKE BOND LIPTON INDIA LIMITED,,,,,,,,
BROOKS,BROOKS LABORATORIES LIMITED,INE650L01011,20110905,BROLAB,TRUE,EQ,,,
BSCFAUG08A,BENCHMARK SPLIT CAP FUND -A,INF732E01086,,BENSPL,,,,,
BSCFAUG08B,BENCHMARK SPLIT CAP FUND ?B,INF732E01094,,BENSPB,,,,,
BSE,BSE LIMITED,INE118H01025,20170203,BSE,TRUE,EQ,,,
BSELINFO,BSEL INFORMATION SYSTEMS LIMITED,,,,,,,,
BSELINFRA,BSEL INFRASTRUCTURE REALTY LTD,INE395A01016,20010207,BSEINF,,EQ,,,
BSES,RELIANCE ENERGY LTD.,,,,,,,,
BSHSL,BOMBAY SUPER HYBRID SEEDS LTD,INE032Z01012,20201028,BOMSUP,TRUE,BE,,,
BSI,,,,,,,,,
BSL,BSL LTD,INE594B01012,19950727,BSL,TRUE,EQ,,,
BSLGOLDETF,ADITYA BIRLA SUNLIFEGOLDETF GR,INF209K01HT2,20110520,BSLGOL,TRUE,ETF,,,
BSLIMITED,,,,,,,,,
BSLNIFTY,ADITYA BIRLA SUNLIFENIFTYETFGR,INF209K01IR4,20110727,BIRNIF,TRUE,ETF,,,
BSLSENETFG,ADITYA BIRLA SL MF SENSEX ETF,INF209KB1119,,BIRSEN,TRUE,,,,
BSOFT,BIRLASOFT LIMITED,INE836A01035,19991124,KPITEC,TRUE,EQ,1300,TRUE,
BSTRANSCOM,BS TRANSCOMM LIMITED,,,,,,,,
BTWIND,,,,,,,,,TRUE
BURGERKING,,,,,,,,,
BURNPUR,BURNPUR CEMENT LIMITED,INE817H01014,20080103,BURCEM,TRUE,BE,,,
BURRBROWN,,,,,,,,,
BURRWELCOM,BURROUGHS WELLCOME (INDIA,INE157A01010,,BURWEL,,,,,
BUTTERFLY,BUTTERFLY GANDHIMATHI APPLIANC,INE295F01017,20140428,BUTGAN,TRUE,EQ,,,
BUWALKASTL,BHUWALKA STEEL INDUSTRIES LTD,,,,,,,,
BVCL,BARAK VALLEY CEMENTS LIMITED,INE139I01011,20071123,BARVAL,TRUE,BE,,,
BVXL,,,,,,,,,
BYKE,THE BYKE HOSPITALITY LTD,INE319B01014,20150415,THEBYK,TRUE,EQ,,,
CABOTINDIA,CABOT INDIA LIMITED,INE144B01016,,CABIND,,,,,
CADBURY,CADBURY INDIA LTD,INE184A01014,,CADIND,,,,,
CADILAHC,,,,,,,,,
CAIRN,CAIRN INDIA LIMITED,INE910H01017,,CAIIND,,,,,
